"filename", "language", "Markdown", "Go", "Shell Script", "Docker", "Go Checksum File", "YAML", "Go Module File", "JSON", "JavaScript", "Go Work File", "XML", "Solidity", "JSON with Comments", "TypeScript", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/README.md", "Markdown", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 90
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/app.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 15, 19, 148
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/blockchain-auto-update.md", "Markdown", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 88
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/blockchain-troubleshooting.md", "Markdown", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 99
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/config/blockchain.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 5, 10, 51
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/config/db.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/contracts/EquipmentTracking.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 319
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/contracts/EquipmentTracking.sol", "Solidity", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 20, 26, 109
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/controllers/blockchainController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 13, 14, 82
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/controllers/equipmentController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 21, 24, 216
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/controllers/operationsController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 4, 6, 39
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/controllers/transferController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 18, 17, 169
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/middleware/errorHandler.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 2, 5, 18
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/middleware/logger.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 2, 6, 42
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/models/Equipment.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 3, 63
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/models/Transfer.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36
"/Users/dog/WebstormProjects/diplom/mvp/tracking-service-express/package-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 8067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8068
